Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
03/18/23,08:50,0.0,0.0,0.0,0.0
03/18/23,09:00,14.33,1.12,356.98,27.68
03/18/23,09:10,9.87,1.72,356.51,31.77
03/18/23,09:20,9.75,2.66,231.82,31.95
03/18/23,09:30,11.14,0.59,357.6,32.81
03/18/23,09:40,14.51,3.29,356.31,29.91
03/18/23,09:50,9.41,1.93,353.6,21.61
03/18/23,10:00,14.52,5.47,355.05,17.14
03/18/23,10:10,10.35,3.91,356.54,20.5
03/18/23,10:20,10.93,1.06,354.0,20.88
03/18/23,10:30,10.48,0.44,356.39,32.47
03/18/23,10:40,9.43,2.48,356.49,32.33
03/18/23,10:50,10.99,4.01,356.68,30.84
03/18/23,11:00,11.21,2.76,350.87,26.48
03/18/23,11:10,11.38,2.05,332.47,27.78
03/18/23,11:20,0.0,0.0,0.0,0.0
03/18/23,11:30,10.73,5.25,357.12,28.84
03/18/23,11:40,13.79,2.51,356.41,32.16
03/18/23,11:50,12.56,57.71,352.81,30.68
03/18/23,12:00,12.76,1.94,355.49,29.01
03/18/23,12:10,11.83,9.2,355.2,29.29
03/18/23,12:20,16.2,6.46,356.26,31.4
03/18/23,12:30,9.8,0.95,224.08,30.19
03/18/23,12:40,10.73,1.03,351.97,32.34
03/18/23,12:50,12.39,4.09,353.62,28.21
03/18/23,13:00,10.82,2.8,351.24,15.44
03/18/23,13:10,11.27,3.75,357.29,30.89
03/18/23,13:20,9.9,3.95,356.49,34.66
03/18/23,13:30,10.11,0.76,355.19,30.22
03/18/23,13:40,11.17,1.92,355.33,34.3
03/18/23,13:50,12.54,4.08,355.36,35.1
03/18/23,14:00,15.68,5.81,355.54,32.17
03/18/23,14:10,9.8,0.76,354.49,33.58
03/18/23,14:20,10.3,4.58,351.0,33.32
03/18/23,14:30,9.7,2.58,353.7,32.34
03/18/23,14:40,0.0,0.0,0.0,0.0
03/18/23,14:50,9.84,0.89,355.66,34.77
03/18/23,15:00,9.76,1.37,197.64,34.75
03/18/23,15:10,11.11,0.52,354.03,32.39
03/18/23,15:20,0.0,0.0,0.0,0.0
03/18/23,15:30,14.22,1.13,356.73,30.08
03/18/23,15:40,10.79,1.94,352.72,34.57
03/18/23,15:50,12.37,5.54,355.89,34.92
03/18/23,16:00,9.55,0.41,354.2,32.86
03/18/23,16:10,11.07,3.84,341.65,30.85
03/18/23,16:20,11.42,54.77,352.78,32.66
03/18/23,16:30,11.83,7.66,356.28,32.76
03/18/23,16:40,10.44,1.97,355.95,31.93
03/18/23,16:50,16.41,3.39,356.36,28.82
03/18/23,17:00,11.44,2.58,203.34,32.26
03/18/23,17:10,10.9,2.49,354.0,31.65
03/18/23,17:20,9.96,1.52,350.7,15.98
03/18/23,17:30,10.67,0.8,355.18,26.18
03/18/23,17:40,9.92,0.79,355.6,33.38
03/18/23,17:50,12.42,5.6,343.57,27.65
03/18/23,18:00,10.36,0.51,330.2,15.7
03/18/23,18:10,11.36,5.79,332.14,14.38
03/18/23,18:20,10.19,1.85,355.07,19.45
03/18/23,18:30,13.64,0.28,353.58,18.89
03/18/23,18:40,13.49,56.75,342.34,21.15
03/18/23,18:50,12.43,4.08,351.79,29.8
03/18/23,19:00,17.59,2.69,342.95,30.66
03/18/23,19:10,11.83,4.25,348.27,34.19
03/18/23,19:20,11.45,4.92,352.92,34.8
03/18/23,19:30,13.24,1.19,355.26,34.44
03/18/23,19:40,10.54,4.14,349.35,34.63
03/18/23,19:50,13.12,5.9,210.7,34.17
03/18/23,20:00,10.52,1.85,228.25,14.92
03/18/23,20:10,9.96,113.09,355.64,16.5
03/18/23,20:20,13.93,3.32,351.61,17.07
03/18/23,20:30,10.48,7.46,353.16,16.7
03/18/23,20:40,10.54,4.27,352.74,17.11
03/18/23,20:50,10.96,0.22,354.54,15.37
03/18/23,21:00,11.17,0.63,329.29,16.24
03/18/23,21:10,12.42,3.36,318.02,15.18
03/18/23,21:20,12.82,4.15,355.59,14.33
03/18/23,21:30,14.08,2.46,353.63,13.87
03/18/23,21:40,13.29,4.16,349.98,13.71
03/18/23,21:50,9.98,0.51,354.31,17.95
03/18/23,22:00,14.65,6.53,352.44,13.2
03/18/23,22:10,11.43,3.4,349.31,15.71
03/18/23,22:20,12.69,9.9,350.68,14.42
03/18/23,22:30,10.0,1.52,335.43,16.07
03/18/23,22:40,12.81,7.23,355.0,14.01
03/18/23,22:50,14.04,7.69,355.69,14.48
03/18/23,23:00,12.1,1.0,356.96,15.79
03/18/23,23:10,12.56,5.83,355.93,17.23
03/18/23,23:20,10.26,4.75,356.18,32.2
03/18/23,23:30,10.43,1.43,356.52,34.1
03/18/23,23:40,9.87,1.13,356.57,31.52
03/18/23,23:50,11.14,0.95,355.71,29.81
03/19/23,00:00,11.79,1.69,356.58,29.25
03/19/23,00:10,13.38,6.85,354.67,27.68
03/19/23,00:20,10.63,1.18,354.85,33.29
03/19/23,00:30,9.7,0.27,355.57,34.46
03/19/23,00:40,10.45,2.19,356.33,29.47
03/19/23,00:50,12.34,6.49,352.14,30.22
03/19/23,01:00,10.69,0.76,223.68,32.0
03/19/23,01:10,10.76,2.71,357.05,25.74
03/19/23,01:20,11.32,1.99,356.52,31.21
03/19/23,01:30,9.91,0.67,350.87,30.39
03/19/23,01:40,11.23,0.66,355.95,34.4
03/19/23,01:50,10.42,0.38,356.54,27.47
03/19/23,02:00,10.02,1.41,356.34,32.68
03/19/23,02:10,10.4,0.7,356.6,31.58
03/19/23,02:20,10.78,0.52,356.15,30.48
03/19/23,02:30,11.28,0.62,354.86,29.96
03/19/23,02:40,10.22,0.36,356.75,34.46
03/19/23,02:50,0.0,0.0,0.0,0.0
03/19/23,03:00,9.58,0.67,355.38,33.83
03/19/23,03:10,9.68,0.47,356.91,33.94
03/19/23,03:20,11.12,2.91,356.57,34.4
03/19/23,03:30,11.26,0.83,356.11,30.86
03/19/23,03:40,9.55,0.68,356.37,34.68
03/19/23,03:50,0.0,0.0,0.0,0.0
03/19/23,04:00,10.98,1.24,223.7,33.29
03/19/23,04:10,11.83,5.04,353.49,33.78
03/19/23,04:20,9.77,3.44,229.87,32.03
03/19/23,04:30,0.0,0.0,0.0,0.0
03/19/23,04:40,10.18,0.83,356.75,31.05
03/19/23,04:50,9.67,0.47,355.92,33.49
03/19/23,05:00,10.2,0.68,356.89,34.33
03/19/23,05:10,10.83,1.13,357.96,29.65
03/19/23,05:20,10.54,2.18,356.96,34.08
03/19/23,05:30,10.56,0.45,355.02,34.4
03/19/23,05:40,10.35,0.96,356.61,33.7
03/19/23,05:50,10.96,0.44,355.13,34.04
03/19/23,06:00,13.02,3.22,353.23,32.48
03/19/23,06:10,10.77,0.49,350.79,34.1
03/19/23,06:20,9.65,0.45,356.78,35.51
03/19/23,06:30,10.18,1.11,355.77,29.64
03/19/23,06:40,0.0,0.0,0.0,0.0
03/19/23,06:50,0.0,0.0,0.0,0.0
03/19/23,07:00,10.26,0.47,356.2,34.6
03/19/23,07:10,9.93,3.35,230.04,34.4
03/19/23,07:20,0.0,0.0,0.0,0.0
03/19/23,07:30,10.32,1.82,356.54,34.81
03/19/23,07:40,9.29,0.77,356.83,31.46
03/19/23,07:50,9.64,3.05,356.47,34.82
03/19/23,08:00,10.75,0.84,356.24,31.33
03/19/23,08:10,11.01,0.78,354.93,30.93
03/19/23,08:20,9.67,3.48,356.15,35.22
03/19/23,08:30,9.5,0.47,225.95,33.91
03/19/23,08:40,10.49,4.8,354.87,32.34
03/19/23,08:50,10.54,4.37,356.41,33.72
03/19/23,09:00,9.82,0.61,355.76,34.26
03/19/23,09:10,10.74,0.52,355.88,31.57
03/19/23,09:20,10.37,1.45,355.29,33.4
03/19/23,09:30,11.54,4.86,354.89,30.13
03/19/23,09:40,11.2,3.22,356.48,32.96
03/19/23,09:50,10.97,1.04,356.55,35.23
03/19/23,10:00,11.23,1.85,356.67,30.57
03/19/23,10:10,10.2,0.76,356.75,31.73
03/19/23,10:20,9.78,6.9,228.85,32.15
03/19/23,10:30,9.71,7.92,356.21,31.61
03/19/23,10:40,11.22,3.41,355.39,17.62
03/19/23,10:50,10.84,0.48,356.0,16.2
03/19/23,11:00,9.22,0.51,356.36,22.67
03/19/23,11:10,13.67,3.12,349.09,21.97
03/19/23,11:20,9.77,1.77,355.85,25.9
03/19/23,11:30,9.86,0.7,356.23,22.29
03/19/23,11:40,9.36,0.98,356.55,23.23
03/19/23,11:50,10.18,0.43,356.52,19.8
03/19/23,12:00,17.56,5.07,356.34,17.49
03/19/23,12:10,11.05,2.44,354.39,21.54
03/19/23,12:20,9.67,1.05,356.33,23.4
03/19/23,12:30,11.74,0.99,354.53,19.7
03/19/23,12:40,13.58,5.91,328.26,20.82
03/19/23,12:50,0.0,0.0,0.0,0.0
03/19/23,13:00,10.87,1.49,231.3,16.28
03/19/23,13:10,10.33,0.64,342.19,16.88
03/19/23,13:20,10.3,4.0,356.04,20.69
03/19/23,13:30,10.19,1.82,356.45,22.36
03/19/23,13:40,11.17,5.18,348.18,18.43
03/19/23,13:50,12.88,7.37,355.96,18.9
03/19/23,14:00,11.79,3.75,354.73,20.1
03/19/23,14:10,10.0,4.34,350.49,18.09
03/19/23,14:20,10.92,0.27,356.76,20.0
03/19/23,14:30,0.0,0.0,0.0,0.0
03/19/23,14:40,0.0,0.0,0.0,0.0
03/19/23,14:50,13.4,5.35,352.58,20.9
03/19/23,15:00,11.93,4.62,355.97,19.59
03/19/23,15:10,12.26,2.55,354.42,19.12
03/19/23,15:20,12.51,62.85,350.4,30.16
03/19/23,15:30,11.71,2.86,356.72,30.86
03/19/23,15:40,13.57,0.74,355.97,25.26
03/19/23,15:50,11.14,3.28,356.85,28.2
03/19/23,16:00,11.49,110.7,350.59,32.81
03/19/23,16:10,10.38,55.82,356.61,28.48
03/19/23,16:20,14.56,6.06,356.62,24.19
03/19/23,16:30,13.27,4.65,353.91,30.43
03/19/23,16:40,0.0,0.0,0.0,0.0
03/19/23,16:50,14.11,2.93,350.31,29.93
03/19/23,17:00,10.03,6.04,350.81,30.12
03/19/23,17:10,12.34,6.54,355.39,30.66
03/19/23,17:20,11.69,4.48,344.91,30.53
03/19/23,17:30,10.39,3.18,351.59,31.04
03/19/23,17:40,10.38,0.57,354.07,30.18
03/19/23,17:50,10.91,0.72,354.41,31.11
03/19/23,18:00,11.25,3.33,336.5,30.74
03/19/23,18:10,14.99,4.55,324.31,25.16
03/19/23,18:20,9.55,4.76,337.35,32.62
03/19/23,18:30,17.08,2.28,233.95,31.24
03/19/23,18:40,10.86,0.33,345.77,30.95
03/19/23,18:50,10.91,0.67,340.0,30.69
03/19/23,19:00,13.83,3.68,339.88,27.56
03/19/23,19:10,11.27,3.45,349.79,29.42
03/19/23,19:20,11.12,4.13,350.16,29.09
03/19/23,19:30,12.84,3.05,339.14,33.97
03/19/23,19:40,12.75,3.52,333.83,32.04
03/19/23,19:50,11.93,2.77,344.04,13.54
03/19/23,20:00,12.44,3.19,340.35,14.11
03/19/23,20:10,14.86,4.63,305.36,12.41
03/19/23,20:20,17.29,3.87,329.56,12.52
03/19/23,20:30,9.89,0.49,348.74,15.95
03/19/23,20:40,13.28,3.79,344.29,16.67
03/19/23,20:50,10.08,1.84,327.11,15.2
03/19/23,21:00,15.53,14.87,339.98,16.2
03/19/23,21:10,12.67,7.45,334.58,17.47
03/19/23,21:20,11.48,5.05,348.71,13.5
03/19/23,21:30,13.18,10.07,354.36,16.19
03/19/23,21:40,9.34,0.99,346.86,13.17
03/19/23,21:50,12.35,8.86,352.95,14.74
03/19/23,22:00,17.95,3.37,351.91,13.42
03/19/23,22:10,11.04,0.78,355.04,14.37
03/19/23,22:20,15.93,6.3,355.07,13.73
03/19/23,22:30,10.3,0.49,352.54,17.71
03/19/23,22:40,10.8,7.05,356.33,33.48
03/19/23,22:50,10.67,0.8,355.55,27.73
03/19/23,23:00,11.84,5.21,355.02,35.26
03/19/23,23:10,10.81,0.72,354.38,28.62
03/19/23,23:20,11.65,0.99,356.96,30.02
03/19/23,23:30,10.67,0.64,350.56,31.84
03/19/23,23:40,0.0,0.0,0.0,0.0
03/19/23,23:50,11.2,3.11,356.25,32.47
03/20/23,00:00,9.63,0.25,355.17,33.76
03/20/23,00:10,0.0,0.0,0.0,0.0
03/20/23,00:20,11.11,3.43,354.16,30.63
03/20/23,00:30,9.63,0.5,230.07,30.85
03/20/23,00:40,10.61,1.14,357.18,31.71
03/20/23,00:50,0.0,0.0,0.0,0.0
03/20/23,01:00,15.85,2.87,350.53,30.72
03/20/23,01:10,9.88,3.85,356.07,34.31
03/20/23,01:20,0.0,0.0,0.0,0.0
03/20/23,01:30,10.51,0.72,356.49,33.68
03/20/23,01:40,10.25,0.47,355.48,30.96
03/20/23,01:50,10.15,0.6,231.65,31.37
03/20/23,02:00,0.0,0.0,0.0,0.0
03/20/23,02:10,9.73,0.56,230.62,33.77
03/20/23,02:20,11.21,0.69,354.64,33.93
03/20/23,02:30,0.0,0.0,0.0,0.0
03/20/23,02:40,10.71,0.66,355.25,31.62
03/20/23,02:50,9.49,0.32,356.38,34.13
03/20/23,03:00,0.0,0.0,0.0,0.0
03/20/23,03:10,0.0,0.0,0.0,0.0
03/20/23,03:20,9.52,0.89,356.11,33.53
03/20/23,03:30,9.55,1.82,230.84,32.85
03/20/23,03:40,13.41,1.13,356.67,29.45
03/20/23,03:50,9.38,0.5,231.62,32.46
03/20/23,04:00,11.34,55.96,354.55,33.08
03/20/23,04:10,9.41,0.47,350.82,33.45
03/20/23,04:20,10.94,0.89,356.86,34.73
03/20/23,04:30,0.0,0.0,0.0,0.0
03/20/23,04:40,10.01,0.43,356.62,33.2
03/20/23,04:50,9.55,0.11,355.37,34.48
03/20/23,05:00,10.28,0.8,355.24,34.76
03/20/23,05:10,10.66,0.18,356.83,33.1
03/20/23,05:20,13.67,0.87,356.09,30.79
03/20/23,05:30,11.1,2.02,356.81,34.47
03/20/23,05:40,10.93,2.1,354.67,34.65
03/20/23,05:50,11.09,0.85,356.44,34.82
03/20/23,06:00,11.62,1.16,356.45,32.8
03/20/23,06:10,10.69,0.42,354.7,33.23
03/20/23,06:20,0.0,0.0,0.0,0.0
03/20/23,06:30,13.38,2.71,356.53,31.48
03/20/23,06:40,9.49,0.56,351.12,33.26
03/20/23,06:50,12.74,2.45,230.69,33.89
03/20/23,07:00,9.29,0.24,356.45,34.79
03/20/23,07:10,9.89,1.05,356.5,34.86
03/20/23,07:20,10.31,0.85,350.59,33.96
03/20/23,07:30,9.59,0.31,356.54,32.3
03/20/23,07:40,10.39,0.65,356.55,34.38
03/20/23,07:50,10.49,0.84,356.89,35.1
03/20/23,08:00,0.0,0.0,0.0,0.0
03/20/23,08:10,9.59,0.12,356.48,34.48
03/20/23,08:20,0.0,0.0,0.0,0.0
03/20/23,08:30,9.61,0.66,356.37,35.3
03/20/23,08:40,9.93,0.44,356.42,35.29
03/20/23,08:50,11.25,3.46,356.99,33.54
03/20/23,09:00,10.79,2.29,225.65,32.24
03/20/23,09:10,9.36,3.82,355.7,32.85
03/20/23,09:20,9.4,0.27,332.79,33.44
03/20/23,09:30,11.46,2.7,356.47,35.13
03/20/23,09:40,11.86,2.09,355.59,33.84
03/20/23,09:50,10.44,0.65,357.08,21.8
03/20/23,10:00,9.81,1.05,356.19,24.46
03/20/23,10:10,12.14,111.11,356.93,20.23
03/20/23,10:20,10.54,0.86,355.05,34.44
03/20/23,10:30,9.7,0.88,355.74,31.73
03/20/23,10:40,11.72,3.02,356.81,32.69
03/20/23,10:50,10.79,3.69,356.1,30.24
03/20/23,11:00,14.39,5.44,356.5,28.63
03/20/23,11:10,10.7,0.36,356.73,31.65
03/20/23,11:20,9.78,0.59,356.7,33.26
03/20/23,11:30,10.18,1.46,354.98,35.02
03/20/23,11:40,10.64,0.19,354.52,32.39
03/20/23,11:50,10.69,0.85,357.05,31.9
03/20/23,12:00,12.99,2.77,356.3,33.4
03/20/23,12:10,10.11,0.67,357.22,32.09
03/20/23,12:20,12.65,4.05,356.44,30.13
03/20/23,12:30,11.72,111.29,355.13,28.75
03/20/23,12:40,15.22,2.28,357.04,32.32
03/20/23,12:50,11.32,4.58,356.37,31.72
03/20/23,13:00,10.65,0.93,206.97,29.83
03/20/23,13:10,9.94,0.84,350.23,31.23
03/20/23,13:20,9.86,8.24,356.85,32.13
03/20/23,13:30,10.22,2.97,356.7,33.35
03/20/23,13:40,9.73,1.4,356.6,32.38
03/20/23,13:50,0.0,0.0,0.0,0.0
03/20/23,14:00,11.47,1.19,355.98,28.24
03/20/23,14:10,13.78,8.47,354.84,26.26
03/20/23,14:20,10.1,3.55,350.92,33.36
03/20/23,14:30,10.7,0.76,356.76,31.4
03/20/23,14:40,12.55,6.04,356.62,30.52
03/20/23,14:50,9.5,0.47,356.38,34.11
03/20/23,15:00,11.96,2.55,351.6,32.46
03/20/23,15:10,13.5,7.44,356.71,31.04
03/20/23,15:20,10.97,0.23,356.3,30.09
03/20/23,15:30,11.75,9.87,356.12,29.15
03/20/23,15:40,11.16,2.37,356.98,32.57
03/20/23,15:50,11.32,0.72,354.48,31.69
03/20/23,16:00,17.54,4.93,356.61,32.57
03/20/23,16:10,10.16,8.69,356.21,33.22
03/20/23,16:20,12.42,4.23,354.66,31.68
03/20/23,16:30,11.6,2.16,354.83,30.54
03/20/23,16:40,9.92,3.45,350.75,30.27
03/20/23,16:50,13.4,7.66,354.59,32.34
03/20/23,17:00,9.5,3.49,356.72,32.0
03/20/23,17:10,14.72,6.94,355.38,30.02
03/20/23,17:20,11.93,4.69,355.46,29.63
03/20/23,17:30,11.13,1.95,353.44,28.73
03/20/23,17:40,10.98,1.05,353.79,30.64
03/20/23,17:50,10.77,3.51,356.32,32.66
03/20/23,18:00,12.93,1.8,352.99,30.32
03/20/23,18:10,11.11,2.09,356.6,31.25
03/20/23,18:20,12.43,5.02,356.65,29.61
03/20/23,18:30,11.25,2.58,356.81,32.27
03/20/23,18:40,10.25,2.39,356.61,29.61
03/20/23,18:50,9.81,1.99,356.17,33.47
03/20/23,19:00,9.58,0.36,356.88,17.82
03/20/23,19:10,10.6,6.61,356.63,17.34
03/20/23,19:20,11.94,2.28,356.8,16.44
03/20/23,19:30,10.72,3.59,350.17,11.8
03/20/23,19:40,12.26,5.26,356.23,18.99
03/20/23,19:50,11.82,4.65,355.83,19.31
03/20/23,20:00,11.89,1.6,355.38,16.84
03/20/23,20:10,9.57,1.02,228.58,14.44
03/20/23,20:20,13.02,3.18,354.45,14.08
03/20/23,20:30,11.0,4.26,351.87,15.08
03/20/23,20:40,12.33,3.3,345.49,18.34
03/20/23,20:50,10.89,3.47,356.25,15.59
03/20/23,21:00,11.32,1.25,353.96,14.16
03/20/23,21:10,9.95,3.86,222.88,13.86
03/20/23,21:20,13.18,2.33,347.23,14.22
03/20/23,21:30,12.79,2.41,342.94,15.16
03/20/23,21:40,11.97,7.04,301.95,13.45
03/20/23,21:50,10.27,7.67,229.67,15.48
03/20/23,22:00,13.94,2.57,355.28,13.68
03/20/23,22:10,13.2,3.78,353.14,14.2
03/20/23,22:20,11.31,0.59,357.93,14.75
03/20/23,22:30,11.79,4.63,355.96,14.05
03/20/23,22:40,10.97,0.51,353.04,14.82
03/20/23,22:50,13.22,0.5,356.15,23.35
03/20/23,23:00,15.96,6.31,356.19,27.1
03/20/23,23:10,9.21,1.58,357.91,27.41
03/20/23,23:20,13.05,4.51,356.47,29.19
03/20/23,23:30,10.69,0.3,353.27,32.92
03/20/23,23:40,15.3,3.57,356.52,29.85
03/20/23,23:50,12.69,4.54,352.94,31.8
03/21/23,00:00,10.23,0.78,355.5,29.04
03/21/23,00:10,11.66,1.81,356.41,27.65
03/21/23,00:20,10.36,1.14,229.12,29.8
03/21/23,00:30,13.04,5.81,356.72,27.46
03/21/23,00:40,9.49,0.23,351.32,34.5
03/21/23,00:50,15.34,5.3,357.13,32.0
03/21/23,01:00,10.51,2.88,186.12,33.52
03/21/23,01:10,10.99,0.81,357.11,30.7
03/21/23,01:20,0.0,0.0,0.0,0.0
03/21/23,01:30,9.29,0.59,356.01,30.71
03/21/23,01:40,9.52,0.47,356.77,30.16
03/21/23,01:50,9.6,0.35,233.94,30.42
03/21/23,02:00,10.67,1.7,354.79,32.01
03/21/23,02:10,9.22,0.63,355.91,34.61
03/21/23,02:20,9.44,0.31,351.58,30.26
03/21/23,02:30,11.82,0.48,356.26,31.37
03/21/23,02:40,12.09,5.28,230.19,34.49
03/21/23,02:50,10.86,0.34,353.37,28.38
03/21/23,03:00,10.63,0.6,356.64,29.74
03/21/23,03:10,11.03,0.77,356.61,28.07
03/21/23,03:20,10.23,1.14,356.29,30.91
03/21/23,03:30,10.98,0.68,356.47,30.08
03/21/23,03:40,11.13,2.96,356.71,30.57
03/21/23,03:50,9.74,0.78,356.43,33.73
03/21/23,04:00,10.17,0.92,356.55,32.3
03/21/23,04:10,12.78,6.63,356.48,33.03
03/21/23,04:20,10.89,4.57,357.1,30.73
03/21/23,04:30,10.33,1.38,356.4,33.79
03/21/23,04:40,11.25,0.54,356.94,25.99
03/21/23,04:50,9.58,0.44,356.34,35.02
03/21/23,05:00,10.66,0.99,356.37,34.6
03/21/23,05:10,11.36,1.23,355.51,33.86
03/21/23,05:20,13.94,4.8,356.54,32.35
03/21/23,05:30,14.31,6.26,356.69,29.73
03/21/23,05:40,11.12,0.89,351.59,31.18
03/21/23,05:50,9.88,0.79,356.64,34.22
03/21/23,06:00,11.22,0.63,355.5,30.02
03/21/23,06:10,11.02,1.6,354.79,34.9
03/21/23,06:20,10.64,0.56,356.6,30.53
03/21/23,06:30,10.93,0.77,355.05,34.01
03/21/23,06:40,10.73,4.1,358.63,32.27
03/21/23,06:50,9.3,0.43,231.75,31.32
03/21/23,07:00,11.54,1.39,353.64,30.39
03/21/23,07:10,11.81,1.96,356.39,27.61
03/21/23,07:20,10.86,0.4,355.13,30.93
03/21/23,07:30,9.79,2.12,356.32,33.4
03/21/23,07:40,0.0,0.0,0.0,0.0
03/21/23,07:50,9.84,0.4,356.71,33.91
03/21/23,08:00,11.32,1.07,355.03,32.67
03/21/23,08:10,10.66,0.75,356.55,32.33
03/21/23,08:20,10.12,1.44,356.2,34.65
03/21/23,08:30,0.0,0.0,0.0,0.0
03/21/23,08:40,10.6,0.43,356.0,33.87
03/21/23,08:50,14.43,4.29,356.64,29.77
03/21/23,09:00,12.78,6.71,356.72,31.97
03/21/23,09:10,9.82,0.38,355.38,34.78
03/21/23,09:20,10.71,2.18,356.95,34.99
03/21/23,09:30,9.23,0.53,356.71,34.67
03/21/23,09:40,10.92,3.38,356.89,34.08
03/21/23,09:50,10.47,0.55,356.78,33.03
03/21/23,10:00,10.78,1.33,354.8,32.76
03/21/23,10:10,9.47,0.36,356.41,35.3
03/21/23,10:20,0.0,0.0,0.0,0.0
03/21/23,10:30,10.58,0.34,356.48,33.72
03/21/23,10:40,10.2,0.82,354.83,33.56
03/21/23,10:50,11.08,0.2,354.99,30.08
03/21/23,11:00,13.0,1.79,356.86,29.5
03/21/23,11:10,10.49,0.37,356.47,32.84
03/21/23,11:20,9.94,0.36,356.46,34.83
03/21/23,11:30,10.72,0.46,356.28,31.97
03/21/23,11:40,10.57,3.12,227.96,34.05
03/21/23,11:50,10.68,0.63,355.44,31.27
03/21/23,12:00,11.29,0.55,351.99,35.01
03/21/23,12:10,10.96,3.61,348.73,34.64
03/21/23,12:20,10.43,0.41,356.73,34.95
03/21/23,12:30,11.08,1.02,354.51,33.1
03/21/23,12:40,10.48,0.38,355.56,29.49
03/21/23,12:50,10.81,0.85,355.98,28.07
03/21/23,13:00,10.88,8.13,356.22,27.87
03/21/23,13:10,9.62,0.67,356.15,33.92
03/21/23,13:20,10.46,0.59,350.99,34.05
03/21/23,13:30,11.23,3.51,356.45,30.1
03/21/23,13:40,10.49,0.97,356.62,29.02
03/21/23,13:50,11.12,0.66,355.29,33.05
03/21/23,14:00,9.11,0.31,356.04,33.94
03/21/23,14:10,11.39,6.36,356.15,33.63
03/21/23,14:20,9.62,2.34,354.81,31.67
03/21/23,14:30,10.21,5.32,356.81,31.85
03/21/23,14:40,9.62,2.23,230.48,32.55
03/21/23,14:50,9.62,1.31,356.03,32.83
03/21/23,15:00,9.74,1.14,356.4,30.34
03/21/23,15:10,12.33,5.61,350.83,33.6
03/21/23,15:20,9.65,0.81,350.18,33.06
03/21/23,15:30,10.23,1.17,356.53,30.98
03/21/23,15:40,10.7,1.87,356.73,28.93
03/21/23,15:50,10.21,3.59,356.44,33.85
03/21/23,16:00,21.92,6.77,355.76,26.74
03/21/23,16:10,10.69,0.82,354.79,28.7
03/21/23,16:20,10.73,2.35,356.64,28.21
03/21/23,16:30,10.11,3.94,212.99,33.27
03/21/23,16:40,11.25,2.81,354.66,28.55
03/21/23,16:50,9.31,0.76,356.56,33.01
03/21/23,17:00,10.55,4.22,356.66,30.43
03/21/23,17:10,11.18,1.04,354.85,17.66
03/21/23,17:20,10.18,5.67,355.52,17.08
03/21/23,17:30,10.3,2.73,354.45,18.0
03/21/23,17:40,10.76,1.16,354.46,13.99
03/21/23,17:50,14.24,4.17,336.82,31.06
03/21/23,18:00,9.76,0.54,354.92,31.45
03/21/23,18:10,10.71,1.02,356.29,30.02
03/21/23,18:20,12.05,3.08,354.94,25.13
03/21/23,18:30,10.24,3.74,350.3,26.27
03/21/23,18:40,12.8,4.64,348.47,32.01
03/21/23,18:50,11.01,2.48,349.74,17.13
03/21/23,19:00,10.5,3.16,342.09,18.78
03/21/23,19:10,11.97,117.67,229.86,17.08
03/21/23,19:20,9.77,55.71,353.57,14.43
03/21/23,19:30,10.55,3.82,352.55,15.89
03/21/23,19:40,9.33,0.89,230.62,9.38
03/21/23,19:50,11.36,0.62,350.96,17.17
03/21/23,20:00,10.31,1.12,354.25,17.66
03/21/23,20:10,10.83,1.19,355.69,17.07
03/21/23,20:20,12.73,2.27,346.62,14.04
03/21/23,20:30,11.03,0.9,355.38,13.89
03/21/23,20:40,10.78,0.51,348.5,12.2
03/21/23,20:50,11.84,3.68,347.06,14.25
03/21/23,21:00,10.6,4.88,350.01,13.33
03/21/23,21:10,12.15,1.95,352.52,13.53
03/21/23,21:20,10.46,3.1,353.28,14.57
03/21/23,21:30,12.82,7.28,344.16,29.8
03/21/23,21:40,0.0,0.0,0.0,0.0
03/21/23,21:50,14.24,10.63,353.85,32.5
03/21/23,22:00,11.8,3.49,353.56,27.99
03/21/23,22:10,10.7,2.31,355.95,26.51
03/21/23,22:20,10.65,1.0,356.39,28.68
03/21/23,22:30,17.34,10.08,357.95,25.1
03/21/23,22:40,11.75,10.44,356.72,24.04
03/21/23,22:50,16.74,116.79,356.8,23.09
03/21/23,23:00,12.17,4.35,262.77,31.75
03/21/23,23:10,11.11,1.17,357.35,31.34
03/21/23,23:20,10.61,1.73,354.23,31.27
03/21/23,23:30,10.24,2.74,230.23,33.46
03/21/23,23:40,10.12,3.95,353.86,35.01
03/21/23,23:50,9.79,1.15,225.52,31.32
03/22/23,00:00,9.72,4.58,354.92,33.58
03/22/23,00:10,11.2,2.2,357.05,33.47
03/22/23,00:20,10.4,0.48,355.59,35.45
03/22/23,00:30,10.42,0.51,356.65,31.56
03/22/23,00:40,0.0,0.0,0.0,0.0
03/22/23,00:50,9.54,0.33,356.81,34.14
03/22/23,01:00,10.34,4.28,356.29,32.48
03/22/23,01:10,9.58,0.19,356.47,35.25
03/22/23,01:20,10.5,0.83,356.99,33.05
03/22/23,01:30,9.56,0.44,355.93,34.82
03/22/23,01:40,11.07,0.85,356.93,34.84
03/22/23,01:50,12.14,1.72,350.56,33.37
03/22/23,02:00,0.0,0.0,0.0,0.0
